Complexity,Loss,Equation
58,0.029543523,"(((log10(x0) * (x2 + x1)) + (log10(x4) * 0.59596485)) + ((x6 * (x4 + -0.37940562)) * log10((x0 * 0.031423226) + 0.52138674))) + ((((x9 ^ 0.13121112) * exp(x7)) + -1.4972762) + (log10(x3) * -0.5197909))"
60,0.029281043,"(((log10(x0) * (x2 + x1)) + (log10(x4) * 0.56917673)) + ((log10((x0 * 0.033661082) + 0.5229414) * (x6 * (x4 + -0.36754304))) + ((exp(x7) * (x9 ^ 0.120341435)) + -1.4733565))) + (log10(x3 + 0.7700646) * -0.58891267)"
61,0.029260945,"(log10(x3 + 0.7708678) * -0.58387846) + ((((x9 ^ 0.12177065) * exp(x7)) + -1.4701775) + ((((x1 + x2) * log10(x0)) + (log10(x4) * 0.5704173)) + (log10((x0 * 0.0342282) + 0.5321135) * (log10(x4 + 0.46111208) * x6))))"
63,0.029251004,"(log10(x0 + -0.24338315) * (x1 + x2)) + ((((log10(x4) * 0.57025844) + ((x9 ^ 0.121665634) * exp(x7))) + -1.4700708) + ((log10(x3 + 0.77086216) * -0.58375704) + ((x6 * log10(x4 + 0.46109366)) * log10((x0 * 0.034246292) + 0.5320605))))"
64,0.029224252,"((((x1 + x2) * log10(x0 + x8)) + ((log10(x3 + 0.76993024) * -0.5893175) + ((exp(x7) * (x9 ^ 0.120171174)) + -1.4685335))) + ((x6 * (x4 + -0.36531863)) * log10((x0 * 0.034778304) + 0.52344805))) + (log10(x4) * 0.56778264)"
65,0.029195841,"((((x1 + x2) * log10(x0 + x8)) + (log10(x4) * 0.5693843)) + (((x9 ^ 0.1212844) * exp(x7)) + -1.4695079)) + ((log10(x3 + 0.7708322) * -0.58313173) + ((x6 * log10(x4 + 0.46099538)) * log10((x0 * 0.035263665) + 0.5318676)))"
67,0.029070832,"((log10((x0 * 0.031819027) + 0.7878072) * (x6 * -0.25532943)) + log10(x3 * 0.67126954)) + ((((log10(x3) + x4) * -1.4481108) + ((x5 * x1) + (log10(x0) * x2))) + (((x9 ^ 0.13096529) * exp(x7)) + (log10(x4) + -0.7747475)))"
68,0.02901653,"(((x4 + log10(x3)) * -1.4236524) + ((x9 ^ 0.07980009) * (x7 + 0.7276736))) + (((x6 * -0.25644732) * log10((x0 * 0.03133365) + 0.7471633)) + ((log10(x4) + (log10(x0) * x2)) + (((x1 * x5) + (log10(x3) * 0.972975)) + -1.108312)))"
69,0.028940491,"((log10((x0 * 0.03291729) + 0.79764766) * (x6 * -0.2425753)) + ((log10(x3 * 0.67448) + ((x4 + log10(x3)) * -1.4462934)) + (((x9 ^ 0.12780152) * exp(x7)) + ((x5 * x1) + log10(x4 + -0.0069901957))))) + ((x2 * log10(x0)) + -0.7702076)"
71,0.028909618,"(((log10((x0 * 0.029916147) + 0.7458951) * (x6 * -0.28941166)) + (exp(x7) * (x9 ^ 0.12694705))) + (((x2 + 0.03621745) * log10(x0)) + log10(x4))) + (((log10(x3 * 0.6494977) + -0.79905194) + ((x4 + log10(x3)) * -1.467512)) + ((x5 ^ 0.7403629) * x1))"
