Complexity,Loss,Equation
68,0.07661348,"((x8 + exp(x6 + 0.44946218)) * (log10(x0) * x1)) + ((((x7 * 0.35831618) * exp(x8 * (x0 * -0.017525265))) + -1.8631163) + (((((x3 * -0.010084243) + -0.060589526) * x7) + (x5 * 0.3020935)) + (((x2 * 5.511784) ^ 7.8755827) + x2)))"
71,0.0764107,"((((x4 * -0.06802939) + 0.34074515) * x5) + (((x3 * -0.008617959) + -0.06787413) * x7)) + ((exp((x0 * x8) * -0.016522307) * (x7 * 0.3512339)) + (((x8 + 2.2790859) * (log10(x0 + -1.3176771) * x1)) + ((((x2 * 5.5118694) ^ 6.8883) + -1.8787999) + x2)))"
75,0.07625217,"((((x3 * -0.008617959) + -0.06787413) * x7) + (((x4 * -0.06802939) + 0.34074515) * x5)) + ((((x7 * 0.3512339) * exp((x0 * x8) * -0.016522307)) + ((log10(x0 + -1.3176771) * x1) * (x8 + (x6 + 1.6528032)))) + (x2 + (((x2 * 5.5118694) ^ 6.8883) + -1.8787999)))"
76,0.07624797,"(-1.8789309 + (exp((x0 * x8) * -0.016401887) * (x7 * 0.3570802))) + ((((x1 * log10(x0)) * (x8 + (exp(x6) + 0.5024688))) + (x2 + ((x2 * 5.5118694) ^ 6.8883))) + (((((x4 + 0.34063423) * -0.06800468) + 0.34063423) * x5) + (x7 * ((x3 * -0.009320843) + -0.06800468))))"
79,0.07622631,"(((x1 * log10(x0)) * (x8 + (exp(x6) + 0.5024688))) + (x2 + (((x2 * 5.5118694) ^ 6.8883) ^ exp(0.071096316)))) + ((((((x4 + 0.34063423) * -0.06800468) + 0.34063423) * x5) + (x7 * ((x3 * -0.009320843) + -0.06800468))) + ((exp((x0 * x8) * -0.016401887) * (x7 * 0.3570802)) + -1.8789309))"
80,0.076127976,"(((exp(x0 * (x8 * -0.014926029)) * (x7 * 0.35233846)) + (((exp(x6) + (x8 + 0.50003165)) * (x1 * log10(x0))) + x2)) + (x5 * (((x4 + 0.37246963) * -0.07401625) + 0.29673246))) + ((((x7 * x2) ^ 5.6578045) * 5.6578045) + (-1.8339778 + (((x3 * -0.0087808035) + -0.082599856) * x7)))"
82,0.076084,"((((x7 * 0.3523923) * exp((x0 * x8) * -0.01484869)) + (((x7 * x2) ^ 5.657805) * 5.657805)) + (((log10(x0 + -0.6845268) * x1) * (exp(x6) + (x8 + 0.5000337))) + x2)) + ((((((x4 + 0.29676995) * -0.06612357) + 0.29676995) * x5) + (((x3 * -0.008271725) + -0.08558106) * x7)) + -1.8339341)"
84,0.07605694,"(((((x4 + 0.352222) * -0.06612485) + 0.29676932) * x5) + ((x7 * (((x3 + -0.40912837) * -0.008306896) + -0.0855828)) + -1.8339359)) + (((((x2 * x7) ^ 5.657805) * 5.431843) + ((x7 * 0.35222018) * exp((x0 * x8) * -0.01498254))) + (x2 + ((x8 + (exp(x6) + 0.5839218)) * (x1 * log10(x0 + -0.87213886)))))"
86,0.07603793,"(((((x7 * x2) ^ 5.657805) * x3) + (exp(x0 * (x8 * -0.015134598)) * (x7 * 0.35221863))) + (x2 + ((exp(x6) + (0.58392173 + x8)) * (log10(x0 + -0.8721389) * x1)))) + ((((((x4 + 0.3522221) * -0.06612581) + 0.29676747) * x5) + (x7 * (((x3 + -0.56454533) * -0.008347654) + -0.08558518))) + -1.8339392)"
88,0.076026104,"(((((x7 * x2) ^ 5.657805) * (x3 + -0.46162888)) + ((x7 * 0.35221863) * exp(x0 * (x8 * -0.015134598)))) + (x2 + ((exp(x6) + (0.58392173 + x8)) * (log10(-0.8721389 + x0) * x1)))) + ((x5 * (((x4 + 0.3522221) * -0.06612581) + 0.29676747)) + ((x7 * (((-0.56454533 + x3) * -0.008347654) + -0.08558518)) + -1.8339392))"
89,0.07594129,"(((x7 * ((-0.008761594 * x3) + -0.08548893)) + -1.8339748) + ((x5 * 0.2967346) + ((log10(x0) * x8) * ((x4 + 0.32934117) * -0.051635962)))) + (((x2 + (((x7 * x2) ^ 5.6578045) * 5.5488334)) + ((exp(x6) + (x8 + 0.50003177)) * (log10(x0) * x1))) + ((x7 * 0.35234055) * exp((x8 * x0) * -0.014864012)))"
91,0.07578644,"(((x7 * 0.3523358) * exp((x0 * -0.015038652) * x8)) + ((x8 * log10(x0 + -2.6487355)) * ((x4 + 0.28716353) * -0.061454017))) + ((((x7 * ((x3 * -0.008787608) + -0.08767295)) + (x5 * 0.2957305)) + -1.8339789) + ((((x2 * x7) ^ 5.6578045) * 5.704525) + (x2 + ((log10(x0) * x1) * ((x8 + 0.45345256) + exp(x6))))))"
93,0.07575851,"((((((x3 * -0.008787608) + -0.08767295) * x7) + (x5 * 0.2957305)) + -1.8339789) + ((exp(x0 * (x8 * -0.015038652)) * (x7 * 0.3523358)) + (((x4 + 0.2847946) * -0.061454017) * (x8 * log10(x0 + -2.6487355))))) + (x2 + ((((exp(x6) + x8) + 0.45345256) * (log10(x0) * x1)) + (((x2 * x7) ^ 5.6578045) * x3)))"
95,0.0757505,"((((((x3 * -0.008787608) + -0.08767295) * x7) + -1.8339789) + (x5 * 0.2957305)) + (((x7 * 0.3523358) * exp((x0 * x8) * -0.015038652)) + (((x4 + 0.2847946) * -0.061454017) * (x8 * log10(x0 + -2.6487355))))) + ((x2 + (((exp(x6) + 0.45345256) + x8) * (x1 * log10(x0)))) + (((x2 * x7) ^ 5.6578045) * (x3 + -0.19814223)))"
